Gene_acc,Gene_id,WT1,WT2,WT3,Minus1,Minus2,Minus3,Desc
1262,Tb927.9.3100,16511.0,19607.0,17650.0,15852.0,17684.0,15703.0,"hypothetical protein, conserved"
1263,Tb927.8.1920,70498.0,81629.0,76136.0,69258.0,72384.0,65888.0,histone-lysine n-methyltransferase
1264,Tb927.10.5040,182660.0,203270.0,195440.0,289680.0,284990.0,261510.0,"chaperone protein DnaJ, putative"
1265,Tb927.10.12930,64094.0,73006.0,65251.0,67749.0,71372.0,67306.0,"hypothetical protein, conserved"
1266,Tb927.11.14950,100260.0,110300.0,114360.0,115860.0,118950.0,114830.0,zinc finger protein 2
1267,Tb927.8.4590,25656.0,31101.0,26085.0,24953.0,27303.0,26477.0,"hypothetical protein, conserved"
1268,Tb927.7.1750,1350400.0,1493300.0,1373000.0,1477700.0,1527300.0,1410700.0,"60S ribosomal protein L7, putative"
1269,Tb927.11.7800,152390.0,161630.0,158700.0,138020.0,134280.0,134110.0,"hypothetical protein, conserved"
1270,Tb927.8.3020,151190.0,173270.0,154960.0,165370.0,174040.0,151650.0,"hypothetical protein, conserved"
1271,Tb927.9.7020,136310.0,161250.0,147630.0,141970.0,151440.0,138080.0,"hypothetical protein, conserved"
1272,Tb927.10.300,105750.0,120420.0,115060.0,82487.0,91678.0,82276.0,mitochondrial calcium uniporter
1273,Tb927.6.1590,175180.0,215280.0,193790.0,191870.0,205770.0,187760.0,conserved protein
1274,Tb927.7.2100,572480.0,634640.0,588150.0,719020.0,760270.0,702580.0,GMP synthase [glutamine-hydrolysing]
1275,Tb927.11.4880,418490.0,474280.0,432670.0,520990.0,528130.0,500320.0,"Calmodulin-binding, putative"
1276,Tb927.6.4360,47940.0,53295.0,49310.0,64177.0,68032.0,62373.0,"hypothetical protein, conserved"
1277,Tb927.5.1250,311600.0,362610.0,333550.0,365400.0,381480.0,354540.0,"GAF domain/TIP41-like family, putative"
1278,Tb927.7.2730,107360.0,119890.0,108600.0,115190.0,115300.0,109960.0,"leucine-rich repeat protein (LRRP), putative"
1279,Tb927.9.6660,69524.0,81045.0,72958.0,65784.0,70352.0,61061.0,"hypothetical protein, conserved"
1280,Tb11.v5.0468,33419.0,36347.0,35480.0,33260.0,37717.0,33093.0,"alpha tubulin, putative"
1281,Tb927.6.840,105500.0,121580.0,117080.0,145300.0,152090.0,142040.0,"hypothetical protein, conserved"
1282,Tb927.7.2130,55664.0,63392.0,61998.0,61834.0,66320.0,61745.0,"Uncharacterized conserved protein (DUF2036), putative"
1283,Tb927.8.2670,78802.0,92336.0,81269.0,77163.0,77910.0,74098.0,"Putative S-adenosyl-L-methionine-dependent methyltransferase, putative"
1284,Tb927.9.3630,325400.0,364020.0,344070.0,413950.0,427800.0,396010.0,"BSD domain containing protein, putative"
1285,Tb927.2.4590,867820.0,1001800.0,924220.0,802480.0,1003700.0,785080.0,"branched-chain amino acid aminotransferase, putative"
1286,Tb927.4.2320,66396.0,77737.0,67278.0,71878.0,76758.0,66480.0,"hypothetical protein, conserved"
1287,Tb927.8.6330,619900.0,714620.0,659750.0,745610.0,788970.0,723450.0,"WD domain, G-beta repeat/PFU (PLAA family ubiquitin binding), putative"
1288,Tb927.11.2500,661340.0,740360.0,682670.0,1042300.0,1078800.0,1002300.0,Metallocarboxypeptidase 1
1289,Tb927.11.5390,37056.0,43966.0,41503.0,49703.0,52737.0,51510.0,"mitochondrial import inner membrane translocase subunit, putative"
1290,Tb927.11.15640,367010.0,408130.0,375120.0,433960.0,458990.0,413310.0,mitochondrial RNA binding complex 1 subunit
1291,Tb927.3.1620,464700.0,537690.0,506070.0,529890.0,550970.0,507750.0,"ER-golgi trafficking TRAPP I complex 85 kDa subunit, putative"
1292,Tb927.10.2750,70379.0,83936.0,75141.0,81657.0,86196.0,75979.0,deoxyhypusine synthase
1293,Tb927.3.5640,157380.0,175670.0,163500.0,203400.0,202600.0,190530.0,"nuclear transcription factor, putative"
1294,Tb927.10.4330,68572.0,84681.0,78440.0,90292.0,95066.0,87398.0,"2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative"
1295,Tb927.11.11490,81397.0,111670.0,92004.0,106670.0,121850.0,100970.0,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase-like protein, putative"
1296,Tb927.11.8010,70278.0,77988.0,75672.0,52237.0,54436.0,54596.0,"DNA repair protein, putative"
1297,Tb927.10.11990,147780.0,164940.0,154660.0,153420.0,156070.0,144050.0,"60S ribosome subunit biogenesis protein NIP7, putative"
1298,Tb927.1.730,85995.0,100050.0,97906.0,90204.0,83575.0,84304.0,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
1299,Tb11.v5.0325,201990.0,242340.0,211200.0,195350.0,213030.0,184270.0,"retrotransposon hot spot (RHS) protein, putative"
1300,Tb927.10.5760,51752.0,53735.0,50648.0,45921.0,51136.0,49544.0,"adenylate kinase, putative"
1301,Tb11.v5.0191,166610.0,194520.0,177840.0,164870.0,172600.0,154150.0,"ELMO/CED-12 family, putative"
1302,Tb927.11.4290,129970.0,153010.0,134680.0,167620.0,186690.0,165050.0,40S ribosomal protein S12
1303,Tb927.11.3290,1303800.0,1477700.0,1372000.0,1211300.0,1267500.0,1161300.0,Tripartite attachment complex protein 166
1304,Tb927.10.10370,158400.0,188900.0,168110.0,200240.0,214320.0,200830.0,"hypothetical protein, conserved"
1305,Tb927.11.9040,174400.0,200710.0,187950.0,230570.0,233510.0,211090.0,conserved protein
1306,Tb927.7.800,240600.0,280670.0,263630.0,279940.0,271820.0,262820.0,RNA editing mediator complex protein 3
1307,Tb927.4.100,12070.0,12530.0,11498.0,13903.0,15788.0,14519.0,"retrotransposon hot spot protein 1 (RHS1), interrupted"
1308,Tb927.8.7930,145630.0,165350.0,152460.0,171860.0,179890.0,165860.0,"receptor-type adenylate cyclase GRESAG 4, putative"
1309,Tb927.11.15170,17908.0,21532.0,19943.0,23327.0,25603.0,21844.0,"ribosome biogenesis protein TSR3, putative"
1310,Tb927.9.13380,1124800.0,1267200.0,1143000.0,1249200.0,1322200.0,1225600.0,Autophagy-related protein 24
1311,Tb927.7.6270,167940.0,185230.0,168660.0,172860.0,182620.0,175740.0,"peptidase t, putative"
1312,Tb927.8.6530,139560.0,157630.0,147880.0,146100.0,148070.0,140510.0,"SET domain containing protein, putative"
1313,Tb11.v5.0196,837970.0,940640.0,854430.0,932160.0,955950.0,916570.0,"Proteasome subunit A N-terminal signature/Proteasome subunit, putative"
1314,Tb927.9.3580,158490.0,184950.0,172110.0,181990.0,186700.0,179030.0,"hypothetical protein, conserved"
1315,Tb927.9.2400,241630.0,268740.0,251860.0,246750.0,258340.0,230530.0,"hypothetical protein, conserved"
1316,Tb927.10.12890,1751400.0,1919400.0,1772700.0,1722600.0,1759200.0,1660800.0,"bifunctional aminoacyl-tRNA synthetase, putative"
1317,Tb927.11.1180,309860.0,358590.0,324690.0,319800.0,346120.0,307690.0,"cdc2-related kinase 6, putative"
1318,Tb927.6.4130,59772.0,70623.0,61840.0,45685.0,43844.0,42584.0,succinate dehydrogenase subunit 3
1319,Tb927.1.3910,259420.0,291300.0,265110.0,288230.0,300520.0,278720.0,Anaphase-promoting complex subunit CDC23
1320,Tb927.4.1500,610820.0,714280.0,657260.0,701220.0,749500.0,704720.0,RNA editing associated helicase 2
1321,Tb927.2.3480,124030.0,143800.0,135250.0,186300.0,192160.0,172040.0,"transcription elongation factor s-II, putative"
1322,Tb927.4.5370,17078.0,18726.0,16046.0,17151.0,16674.0,15229.0,Component of motile flagella 39
1323,Tb927.1.3170,173610.0,194810.0,188050.0,202290.0,199180.0,198950.0,"CHORD, putative"
1324,Tb927.4.4970,145820.0,157890.0,157730.0,189680.0,197190.0,185880.0,"myosin heavy chain kinase A, putative"
1325,Tb927.8.1600,961690.0,1083600.0,985090.0,1146700.0,1191600.0,1092300.0,"lysyl-tRNA synthetase, putative"
1326,Tb927.6.1750,298180.0,343280.0,310580.0,308590.0,317410.0,287440.0,"Rab-GTPase-TBC domain containing protein, putative"
1327,Tb927.3.2600,2332500.0,2572000.0,2371600.0,2590000.0,2671200.0,2494100.0,"ATP-dependent DEAD/H RNA helicase, putative"
1328,Tb927.6.1890,77943.0,92533.0,81557.0,84669.0,84493.0,81490.0,"hypothetical protein, conserved"
1329,Tb927.11.2910,181910.0,204350.0,186020.0,160790.0,174280.0,161310.0,"phosphoglycerate mutase, putative"
1330,Tb927.3.1200,578490.0,674960.0,614960.0,707920.0,735970.0,674530.0,"hypothetical protein, conserved"
1331,Tb927.11.3740,680260.0,751800.0,695890.0,815660.0,847980.0,779630.0,proteasome regulatory ATPase subunit 2
1332,Tb927.9.11830,37424.0,41639.0,41204.0,34788.0,37235.0,32780.0,"hypothetical protein, conserved"
1333,Tb927.11.8240,89811.0,100610.0,87330.0,99604.0,100770.0,88606.0,"TPR repeat, putative"
1334,Tb927.7.7230,71756.0,86497.0,76646.0,76529.0,78431.0,72944.0,nitroreductase
1335,Tb927.5.1700,220980.0,251500.0,223560.0,234370.0,243090.0,230140.0,"replication Factor A 28 kDa subunit, putative"
1336,Tb927.6.2210,462450.0,534950.0,498780.0,540550.0,564520.0,523280.0,"hypothetical protein, conserved"
1337,Tb927.7.3750,163310.0,176550.0,169850.0,179480.0,189900.0,175960.0,"TFIIF-stimulated CTD phosphatase, putative"
1338,Tb927.10.14890,4423900.0,5022500.0,4667400.0,5067600.0,5286800.0,4923600.0,"C-terminal motor kinesin, putative"
1339,Tb927.7.1930,739.66,372.48,210.45,441.56,0.0,470.66,"nucleoside diphosphatase, putative"
1340,Tb927.8.7380,222400.0,251290.0,230990.0,255060.0,269110.0,248620.0,"dihydrolipoamide dehydrogenase, point mutation"
1341,Tb927.5.2380,281010.0,302810.0,282020.0,283110.0,308090.0,273590.0,"hydrolase, alpha/beta fold family, putative"
1342,Tb927.11.6820,201420.0,231490.0,207230.0,209380.0,220400.0,204090.0,"hypothetical protein, conserved"
1343,Tb927.8.6510,90419.0,104260.0,92267.0,110440.0,116450.0,104330.0,"ubiquitin-protein ligase, putative"
1344,Tb927.3.740,18251.0,21049.0,20041.0,33083.0,32668.0,31679.0,"ZFP family member, putative"
1345,Tb927.7.3190,9946.8,13224.0,11772.0,14379.0,16352.0,12432.0,"Pseudokinase, putative"
1346,Tb927.9.8420,837830.0,962880.0,887520.0,894310.0,926190.0,859540.0,QM-like protein
1347,Tb927.10.7960,124650.0,136850.0,124610.0,121540.0,126430.0,117380.0,"hypothetical protein, conserved"
1348,Tb927.11.4960,195400.0,220280.0,205190.0,211000.0,224540.0,205500.0,"transcription elongation factor s-II, putative"
1349,Tb927.4.4430,35020.0,38465.0,39632.0,50706.0,52450.0,54220.0,adenylyl cyclase
1350,Tb927.2.450,431850.0,471570.0,441700.0,472530.0,488040.0,454450.0,"retrotransposon hot spot protein 4 (RHS4), putative"
1351,Tb927.11.4130,356080.0,423170.0,380210.0,394770.0,420210.0,371400.0,"ubiquitin-like protein, putative"
1352,Tb927.11.1810,27198.0,29626.0,27037.0,35830.0,39880.0,34233.0,"Ring finger domain containing protein, putative"
1353,Tb927.8.1930,41666.0,48931.0,44392.0,51365.0,52901.0,48352.0,"Isy1-like splicing family, putative"
1354,Tb927.6.2460,698640.0,801310.0,724280.0,755660.0,800790.0,729800.0,"ubiquitin fusion degradation protein 2, putative"
1355,Tb927.11.14160,126140.0,144400.0,133120.0,144380.0,162800.0,139860.0,"Alpha/beta hydrolase family, putative"
1356,Tb927.10.980,63353.0,72928.0,67921.0,73148.0,80113.0,72401.0,"RNA polymerase III transcription factor (TF)IIIC subunit, putative"
1357,Tb927.9.4040,118020.0,128770.0,124370.0,147750.0,150520.0,142640.0,"nicotinamidase, putative"
1358,Tb927.10.13180,1127100.0,1305100.0,1190100.0,1361000.0,1429500.0,1274500.0,"Nrap protein, putative"
1359,Tb927.4.760,819400.0,947810.0,843450.0,959510.0,1014200.0,923140.0,"AP-1 adapter complex gamma subunit, putative"
1360,Tb927.2.2830,110830.0,114470.0,116720.0,107920.0,112840.0,105690.0,"hypothetical protein, conserved"
1361,Tb927.5.1760,91074.0,102910.0,101760.0,115640.0,119910.0,106250.0,"Isoprenylcysteine alpha-carbonyl methylesterase, putative"
1362,Tb927.11.6770,95962.0,114810.0,106130.0,99603.0,107660.0,100320.0,"hypothetical protein, conserved"
1363,Tb927.4.3770,334940.0,398880.0,359390.0,296070.0,315010.0,281710.0,"calcium/calmodulin-dependent protein kinase, putative"
1364,Tb927.11.4320,403520.0,450050.0,430590.0,491140.0,490000.0,455730.0,"Uncharacterized ACR, COG1678, putative"
1365,Tb927.11.7270,232720.0,250300.0,233590.0,246500.0,253900.0,244390.0,"proteasome beta 3 subunit, putative"
1366,Tb927.10.4550,58632.0,72608.0,71857.0,61528.0,68931.0,61745.0,"hypothetical protein, conserved"
1367,Tb927.11.3650,1867700.0,2134600.0,1947400.0,2378300.0,2456200.0,2245800.0,"adenylosuccinate synthetase, putative"
1368,Tb927.7.4440,153880.0,171200.0,163310.0,188090.0,208340.0,188430.0,"NAD dependent epimerase/dehydratase family, putative"
1369,Tb927.11.8790,315030.0,358110.0,332340.0,385230.0,394170.0,359570.0,"target SNARE, putative"
1370,Tb927.10.9120,73095.0,83000.0,77826.0,66200.0,72562.0,60756.0,"hypothetical protein, conserved"
1371,Tb927.10.4480,52796.0,61755.0,51853.0,53904.0,58054.0,54847.0,"DNA damage repair protein, putative"
1372,Tb927.7.5160,277210.0,300580.0,293810.0,317310.0,316140.0,299920.0,deoxyuridine triphosphatase
1373,Tb927.11.270,31054.0,34620.0,34291.0,28353.0,31610.0,31531.0,mitochondrial carrier protein
1374,Tb927.10.14500,384760.0,444870.0,409690.0,527470.0,554250.0,508310.0,"hypothetical protein, conserved"
1375,Tb927.11.16980,210290.0,231880.0,222880.0,239250.0,239410.0,224310.0,"chaperone protein DnaJ, putative"
1376,Tb927.8.4000,109300.0,127580.0,114370.0,107690.0,115500.0,108460.0,"ABC1 family, putative"
1377,Tb927.8.8340,301720.0,336110.0,311970.0,370850.0,385260.0,351300.0,"CRAL/TRIO domain containing protein, putative"
1378,Tb927.10.4740,26408.0,30738.0,29952.0,47160.0,50124.0,45518.0,"nucleolar RNA-binding protein, putative"
1379,Tb927.5.1160,760010.0,846580.0,815190.0,953330.0,977770.0,883810.0,"Degradation arginine-rich protein for mis-folding, putative"
1380,Tb927.10.8940,1343500.0,1521100.0,1451800.0,2171300.0,2254500.0,2119500.0,"flagellum targeting protein kharon1, putative"
1381,Tb927.9.9170,78814.0,89677.0,82862.0,90468.0,98160.0,85767.0,"hypothetical protein, conserved"
1382,Tb927.11.4360,349380.0,392030.0,357330.0,354180.0,377920.0,342710.0,"Protein of unknown function (DUF1014), putative"
1383,Tb927.1.120,2502100.0,2808100.0,2559100.0,2759100.0,2828800.0,2684600.0,"retrotransposon hot spot protein 4 (RHS4), putative"
1384,Tb927.11.3280,670080.0,761400.0,710060.0,772420.0,808490.0,728960.0,"Kinesin-13 5, putative"
1385,Tb927.11.8090,256420.0,284470.0,259210.0,299120.0,307550.0,294000.0,"protein phosphatase 1, putative"
1386,Tb927.10.5480,286850.0,331230.0,299560.0,297180.0,313890.0,288800.0,"60S ribosomal protein L24, putative"
1387,Tb11.v5.0553,88596.0,95143.0,93608.0,96493.0,94792.0,90561.0,"ubiquitin hydrolase, putative"
1388,Tb927.2.5930,23623.0,26156.0,22471.0,22002.0,22309.0,21477.0,"hypothetical protein, conserved"
1389,Tb927.9.5890,350270.0,389010.0,365140.0,398150.0,416910.0,388520.0,"solanesyl-diphosphate synthase, putative"
1390,Tb927.9.12880,409110.0,470570.0,430080.0,460460.0,485870.0,436480.0,"STE20-like serine/threonine-protein kinase 2, putative"
1391,Tb927.8.4800,141280.0,163590.0,143550.0,157410.0,163520.0,148310.0,"hypothetical protein, conserved"
1392,Tb927.10.12470,249040.0,273560.0,262450.0,274900.0,282570.0,265920.0,"hypothetical protein, conserved"
1393,Tb927.7.7360,171680.0,188320.0,178160.0,183600.0,185600.0,173390.0,cdc2-related kinase 2
1394,Tb927.11.1770,105590.0,129610.0,113340.0,131430.0,142590.0,124780.0,"hypothetical protein, conserved"
1395,Tb927.11.3260,460490.0,535940.0,491600.0,438180.0,466970.0,418300.0,"mitochondrial DNA polymerase I protein D, putative"
1396,Tb927.10.1810,43808.0,49195.0,46981.0,44808.0,46455.0,43644.0,"RING-H2 zinc finger, putative"
1397,Tb927.10.15170,286490.0,334990.0,312950.0,330010.0,351740.0,329480.0,"hypothetical protein, conserved"
1398,Tb927.7.4480,421120.0,488400.0,448710.0,686510.0,718900.0,645600.0,"adenosine 5-monophosphoramidase, putative"
1399,Tb927.6.1770,785280.0,884220.0,819670.0,912850.0,942870.0,878970.0,"kinesin, putative"
1400,Tb927.6.1680,159550.0,177160.0,170410.0,179580.0,192920.0,172060.0,mitochondrial RNA binding protein 1
1401,Tb927.11.7010,48050.0,52379.0,50173.0,45050.0,45433.0,43034.0,"Calcium/calmodulin-dependent protein kinase kinase, putative"
1402,Tb927.8.2510,40639.0,49078.0,43920.0,71886.0,71525.0,62255.0,"hypothetical protein, conserved"
1403,Tb927.11.370,328020.0,387490.0,362840.0,410430.0,438170.0,402780.0,repressor activator protein 1
1404,Tb927.5.2670,50197.0,54997.0,49679.0,46900.0,49054.0,42010.0,"hypothetical protein, conserved"
1405,Tb927.11.13680,264690.0,292070.0,271610.0,261410.0,283960.0,254120.0,"hypothetical protein, conserved"
1406,Tb927.6.1880,836160.0,932090.0,873620.0,991080.0,1011300.0,947510.0,"aspartyl-tRNA synthetase, putative"
1407,Tb927.8.4500,978200.0,1118500.0,1004900.0,1193100.0,1283400.0,1150000.0,Eukaryotic translation initiation factor 4 gamma 5
1408,Tb927.11.13180,565470.0,636660.0,582660.0,661040.0,689090.0,630200.0,Present in the outer mitochondrial membrane proteome 10
1409,Tb927.7.5020,826570.0,962770.0,835920.0,888840.0,959350.0,841990.0,"60S ribosomal protein L19, putative"
1410,Tb927.8.7100,2463500.0,2691700.0,2458100.0,2272000.0,2384600.0,2200600.0,acetyl-CoA carboxylase
1411,Tb927.2.2880,159640.0,185700.0,162160.0,206110.0,211900.0,194790.0,"TPR repeat/Tetratricopeptide repeat, putative"
1412,Tb927.11.12850,818920.0,910350.0,846570.0,917030.0,943970.0,883160.0,oligopeptidase b
1413,Tb927.4.2890,440500.0,511880.0,466770.0,485030.0,504820.0,467950.0,"hypothetical protein, conserved"
1414,Tb927.4.4980,58476.0,65839.0,58530.0,43574.0,46520.0,42682.0,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
1415,Tb927.5.2720,429380.0,483980.0,445180.0,426530.0,444630.0,398850.0,zinc finger protein ZPR1
1416,Tb927.7.3970,108540.0,119080.0,109100.0,99855.0,94099.0,93548.0,"hypothetical protein, conserved"
1417,Tb927.11.7530,427190.0,492910.0,441970.0,425250.0,452950.0,412140.0,"long-chain-fatty-acid-CoA ligase, putative"
1418,Tb927.8.4270,209760.0,237530.0,227160.0,244830.0,251540.0,228520.0,"hypothetical protein, conserved"
1419,Tb927.10.10380,239810.0,272900.0,253860.0,247300.0,257020.0,240390.0,"ATP-dependent DEAD/H RNA helicase, putative"
1420,Tb927.10.10880,539690.0,582590.0,555000.0,607040.0,612390.0,572550.0,"ATP-binding cassette sub-family F member 1, putative"
1421,Tb927.8.7270,81770.0,95452.0,90374.0,93034.0,93311.0,90738.0,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative"
1422,Tb927.10.10030,89287.0,105800.0,101190.0,90900.0,98684.0,89999.0,"hypothetical protein, conserved"
1423,Tb11.v5.0540,450480.0,506660.0,472410.0,508040.0,522280.0,492800.0,"amino acid transporter 8, putative"
1424,Tb927.4.2580,46432.0,52342.0,48203.0,49143.0,53035.0,48837.0,"hypothetical protein, conserved"
1425,Tb927.3.5580,370410.0,439450.0,402840.0,477180.0,510570.0,464140.0,tryptophanyl-tRNA synthetase
1426,Tb927.11.13610,238670.0,267770.0,255970.0,266990.0,272320.0,261510.0,"rhodanese-like domain containing protein, putative"
1427,Tb927.9.11720,168720.0,184010.0,168210.0,200860.0,203540.0,196380.0,Iron-sulfur cluster assembly protein
1428,Tb927.1.3830,2323200.0,2672300.0,2393900.0,2026000.0,2111500.0,1961800.0,"glucose-6-phosphate isomerase, glycosomal"
1429,Tb927.3.2830,229870.0,260560.0,242570.0,223410.0,233000.0,206810.0,"brix domain containing protein, putative"
1430,Tb927.9.5190,592440.0,665160.0,618470.0,887840.0,924400.0,862060.0,proliferating cell nuclear antigen
1431,Tb927.9.11040,89342.0,100920.0,88311.0,87838.0,90452.0,84584.0,mitochondrial carrier protein
1432,Tb927.11.9240,149050.0,177060.0,166010.0,168510.0,176030.0,170650.0,"hypothetical protein, conserved"
1433,Tb927.11.6320,87574.0,99484.0,91512.0,98999.0,104680.0,98798.0,MRB1-associated protein
1434,Tb927.11.5770,221810.0,248500.0,234420.0,221360.0,220600.0,212520.0,"hypothetical protein, conserved"
1435,Tb927.10.6080,363940.0,410100.0,378730.0,376530.0,380220.0,357110.0,"proteasome subunit beta type-5, putative"
1436,Tb11.v5.0745,20350.0,23814.0,21156.0,23287.0,23480.0,22143.0,"hypothetical protein, conserved"
1437,Tb927.10.2060,240650.0,263340.0,258300.0,262530.0,270480.0,255750.0,"hypothetical protein, conserved"
1438,Tb927.6.720,971560.0,1116200.0,971960.0,1052000.0,1124100.0,1005400.0,"40S ribosomal protein L14, putative"
1439,Tb927.6.570,58647.0,69473.0,60831.0,63386.0,67910.0,66186.0,conserved protein
1440,Tb10.v4.0066,74311.0,83931.0,75946.0,55073.0,62204.0,59772.0,"expression site-associated gene 3 (ESAG3, pseudogene), putative"
1441,Tb927.4.2190,6451.8,6544.3,6657.7,5568.5,6876.6,6857.7,"GTP-binding protein, putative"
1442,Tb927.11.10020,388780.0,447800.0,407890.0,391960.0,410150.0,362060.0,"short-chain dehydrogenase, putative"
1443,Tb927.9.10470,176690.0,205810.0,182670.0,240530.0,257340.0,225600.0,"hypothetical protein, conserved"
1444,Tb927.7.6310,179060.0,186880.0,177510.0,181660.0,188230.0,171510.0,polo-like protein kinase
1445,Tb927.11.10220,126150.0,136820.0,122130.0,151640.0,162560.0,147210.0,"hypothetical protein, conserved"
1446,Tb927.8.3540,255880.0,291800.0,277440.0,260900.0,269600.0,259230.0,"hypothetical protein, conserved"
1447,Tb927.11.9100,138070.0,158060.0,144750.0,151540.0,156870.0,150920.0,"Domain of unknown function (DUF4586), putative"
1448,Tb927.3.4900,42124.0,44961.0,42590.0,48286.0,51280.0,46449.0,"tRNA isopentenyltransferase, putative"
1449,Tb927.11.20730,113210.0,121270.0,115850.0,126610.0,136040.0,127670.0,"glycerophosphoryl diester phosphodiesterase, putative"
1450,Tb927.10.9640,197850.0,239560.0,212580.0,235670.0,243180.0,222910.0,"hypothetical protein, conserved"
1451,Tb927.6.1130,99385.0,114320.0,107100.0,107940.0,107860.0,102000.0,"hypothetical protein, conserved"
1452,Tb927.10.12360,77599.0,89433.0,81076.0,75463.0,80769.0,73506.0,"hypothetical protein, conserved"
1453,Tb927.10.730,435020.0,495430.0,449400.0,471300.0,497210.0,449450.0,"ATP synthase, putative"
1454,Tb927.7.740,205980.0,229440.0,222400.0,204430.0,207730.0,202600.0,"chaperone protein DnaJ, putative"
1455,Tb927.5.1430,62537.0,62535.0,66146.0,100520.0,102730.0,98048.0,64 kDa invariant surface glycoprotein
1456,Tb927.11.13330,79751.0,96343.0,84473.0,83513.0,83159.0,81073.0,"hypothetical protein, conserved"
1457,Tb927.3.2770,78787.0,90566.0,84373.0,70945.0,80044.0,68542.0,Mitochondrial processome subunit 3
1458,Tb927.2.2360,159210.0,183480.0,173920.0,192310.0,200180.0,187290.0,"Ankyrin repeats (3 copies)/Zinc finger, C3HC4 type (RING finger), putative"
1459,Tb927.10.3710,203250.0,237250.0,218260.0,323820.0,343280.0,311110.0,proteasome activator protein PA26
1460,Tb927.10.15770,42686.0,46645.0,40732.0,40786.0,42989.0,43825.0,"hypothetical protein, conserved"
1461,Tb927.8.1120,34633.0,42198.0,37702.0,40866.0,44631.0,43342.0,"hypothetical protein, conserved"
1462,Tb927.9.9230,359930.0,404880.0,372860.0,409180.0,418380.0,394830.0,"hypothetical protein, conserved"
1463,Tb927.10.12420,58120.0,74665.0,66976.0,63959.0,74996.0,61432.0,predicted S. cerevisiae Got1 homologue
1464,Tb927.8.3400,25312.0,27702.0,27933.0,30602.0,31579.0,30693.0,"palmitoyl acyltransferase 12, putative"
1465,Tb927.11.16730,937770.0,1020900.0,961280.0,1231400.0,1216600.0,1169400.0,dihydrolipoyl dehydrogenase
1466,Tb927.4.4460,32610.0,34697.0,32550.0,50386.0,53705.0,48366.0,adenylyl cyclase
1467,Tb927.4.2870,32855.0,39912.0,36935.0,32252.0,37495.0,32083.0,"hypothetical protein, conserved"
1468,Tb927.10.1210,834690.0,929000.0,883700.0,873720.0,888280.0,824940.0,"katanin, putative"
1469,Tb927.7.1172,10796.0,12516.0,9730.3,14567.0,13745.0,14595.0,hypothetical protein
1470,Tb927.10.5170,104860.0,122020.0,110110.0,104980.0,103350.0,99070.0,"XPC-binding domain containing protein, putative"
1471,Tb927.4.4140,93291.0,103100.0,96617.0,82694.0,85997.0,84429.0,"hypothetical protein, conserved"
1472,Tb927.10.1930,92215.0,102780.0,91758.0,89465.0,92823.0,85892.0,"hypothetical protein, conserved"
1473,Tb927.3.3000,923380.0,1058800.0,957680.0,1002600.0,1030400.0,961560.0,Putative intraflagellar transport protein C3
1474,Tb927.10.10120,275570.0,305130.0,290010.0,240960.0,255370.0,228650.0,"hypothetical protein, conserved"
1475,Tb927.8.6950,170680.0,196840.0,180140.0,166310.0,170510.0,160730.0,roadblock/LC7 family member
1476,Tb927.2.3080,165680.0,187460.0,170350.0,258810.0,263080.0,237750.0,cytochrome b5-dependent oleate desaturase
1477,Tb927.5.2100,135450.0,152750.0,141990.0,174720.0,179180.0,165700.0,"RNA-binding protein, putative"
1478,Tb927.11.540,300960.0,333640.0,312120.0,317700.0,323470.0,293490.0,"ABC transporter, mitochondrial, putative"
1479,Tb927.11.12800,730680.0,817780.0,739990.0,749880.0,769730.0,706160.0,ribonucleoside-diphosphate reductase small chain
1480,Tb927.10.2540,121770.0,143380.0,126470.0,119940.0,129360.0,122080.0,"adenylate kinase, putative"
1481,Tb927.11.10330,419500.0,462620.0,430910.0,513870.0,539870.0,494580.0,regulator of chromosome condensation 1-like protein
1482,Tb927.11.9420,290350.0,329980.0,294540.0,369890.0,379580.0,348970.0,"ATP synthase, putative"
1483,Tb927.7.2970,449350.0,515700.0,469500.0,554020.0,587130.0,530060.0,"ATP-dependent DEAD/H RNA helicase, putative"
1484,Tb927.10.8010,16414.0,18754.0,15434.0,15491.0,16288.0,12872.0,"hypothetical protein, conserved"
1485,Tb927.9.15510,34670.0,33345.0,33348.0,36101.0,39139.0,36354.0,BARP protein
1486,Tb927.11.14540,138090.0,152450.0,151080.0,146470.0,151280.0,140360.0,"hypothetical protein, conserved"
1487,Tb927.4.1030,48868.0,54527.0,51296.0,56008.0,52373.0,56063.0,"Protein of unknown function (DUF501), putative"
1488,Tb11.v5.0365,120810.0,132600.0,134810.0,121690.0,132590.0,122880.0,"hypothetical protein, conserved"
1489,Tb927.10.3040,105290.0,114800.0,104870.0,86294.0,89414.0,79922.0,succinate dehydrogenase subunit
1490,Tb927.11.15460,134490.0,150130.0,137510.0,137680.0,147260.0,136290.0,"ATP-dependent DEAD/H RNA helicase, putative"
1491,Tb927.3.1700,112940.0,130730.0,116050.0,128950.0,131830.0,123430.0,"diacylglycerol acyltransferase, putative"
