Gene_acc,Gene_id,Signed_Rank_WT_vs_Plus,FDR_WT_vs_Plus,Signed_Rank_Plus_vs_Minus,FDR_Plus_vs_Minus,Desc
1150,Tb927.11.12750,-0.0865288489236953,0.73538,-0.04495013646906857,0.18569000000000002,cleavage and polyadenylation specificity factor 30 kDa subunit
1151,Tb927.10.2990,-0.17742590844034875,0.6188100000000001,-0.045126778072409425,0.18569000000000002,nuclear cap binding complex subunit CBP110
1152,Tb927.4.1830,-0.13480131526352707,0.83734,-0.12282901159982597,0.18614,"Urm1 (Ubiquitin related modifier), putative"
1153,Tb927.8.7040,-0.17194557322254125,0.65869,0.22001669652913838,0.18634,"hypothetical protein, conserved"
1154,Tb927.11.3380,-0.08529488848827566,0.73265,-0.04310742417757322,0.18678,"Ran-binding protein 1, putative"
1155,Tb927.9.12150,-0.0661313236080088,0.63154,-0.04465401660180457,0.18678,"transport protein particle (TRAPP) subunit, putative"
1156,Tb927.7.6560,-0.3023331611509951,0.2861,0.24708086973650673,0.18678,"hypothetical protein, conserved"
1157,Tb927.4.1280,-0.388900826940502,0.08728999999999999,0.213348622758799,0.18678,"Tetratricopeptide repeat, putative"
1158,Tb927.7.5770,-0.07057634174018255,0.65986,-0.04895174734852145,0.18678,Nuclear Dbf2-related kinase
1159,Tb927.5.1640,-0.29287426393381605,0.2657,0.25261996212143345,0.1868,"hypothetical protein, conserved"
1160,Tb927.11.9280,-0.07990187615047972,0.7012,0.21409895396496736,0.1868,"hypothetical protein, conserved"
1161,Tb927.10.15530,-0.12615845898991365,0.82894,-0.04550996032559562,0.1868,"ABC transport system ATP-binding protein, putative"
1162,Tb927.3.1680,-0.08751058990950163,0.73693,-0.04368856584923153,0.1868,Eukaryotic translation initiation factor 3 subunit F
1163,Tb927.10.8210,-0.4571129555630452,0.04598,0.22061830921427777,0.18686,KREPA2
1164,Tb927.10.6170,-0.21422938708813588,0.46753999999999996,0.21440780872373233,0.18711,"hypothetical protein, conserved"
1165,Tb927.11.9470,-0.11393597877530809,0.84857,-0.04546293698454284,0.18764,"ADP-ribosylation factor GTPase activating protein, putative"
1166,Tb927.5.1520,-0.24158960709886146,0.36472,0.21384527892178776,0.18788,ATP-dependent protease ATPase subunit HslU1
1167,Tb927.3.5330,-0.07585839502839484,0.68979,-0.04297801884305333,0.18842,centaurin beta 5
1168,Tb927.10.6050,-0.09848306817231636,0.7895,-0.04238394165555708,0.18871,clathrin heavy chain
1169,Tb927.10.9870,-0.13083957664635412,0.80652,-0.05020230672361381,0.18871,Component of motile flagella 12
1170,Tb927.11.5400,-0.06737903644988304,0.6462600000000001,-0.04380209073058437,0.18871,signal recognition particle 54 kDa
1171,Tb427.BES98.3,-0.4303791011258583,0.059179999999999996,-0.044300584496122446,0.18871,none
1172,Tb927.2.2160,-0.00998833747871376,0.37351,-0.04450950955933903,0.18871,"paraflagellar rod component, putative"
1173,Tb927.11.14610,-0.17878958643220522,0.60992,-0.046235603818968504,0.18954000000000001,"procyclin-associated gene 4 (PAG4) protein, putative"
1174,Tb927.11.470,-0.04625539762967078,0.67643,0.22318251044520976,0.1904,TFIIB-related factor BRF1
1175,Tb927.10.5810,-0.1742876729444654,0.63627,-0.047031459407079534,0.19044,"The ARF-like 2 binding protein BART, putative"
1176,Tb927.8.990,-0.2531013997434997,0.33097,-0.04192701429510458,0.19061,RNA-binding protein 33 (RNA-binding motif protein 33)
1177,Tb927.6.2340,-0.10900148972483054,0.84088,-0.04399319282665176,0.19092,"prefoldin subunit, putative"
1178,Tb927.7.7180,-0.30078642709763637,0.22866,0.21779314034906605,0.19092,"leucine-rich repeat protein 1 (LRRP1), putative"
1179,Tb927.10.7920,-0.270874112437161,0.28026,0.2118747827663772,0.19092,"hypothetical protein, conserved"
1180,Tb927.2.2770,-0.0626107676898073,0.6343,0.2122226653473735,0.19092,"hypothetical protein, conserved"
1181,Tb927.10.4310,-0.646983364919793,0.006959999999999999,0.2157207334492666,0.19092,"prohibitin 2, putative"
1182,Tb927.8.1820,-0.034083051197065437,0.57828,0.20971141074300922,0.19092,"sterol carrier protein, putative"
1183,Tb927.3.5060,0.08326866470314102,0.1037,-0.044387900533388036,0.19092,"Ankyrin repeats (many copies)/Ankyrin repeats (3 copies), putative"
1184,Tb927.5.4100,-0.2672916311503227,0.33021999999999996,0.2146775654961516,0.19092,"WD domain, G-beta repeat, putative"
1185,Tb927.5.940,0.03500756147928864,0.21786,-0.0427838711429982,0.19092,"NADH-dependent fumarate reductase, putative"
1186,Tb927.7.3990,0.025392908616253828,0.24175,0.21236909133599252,0.19092,mitochondrial DNA polymerase I protein C
1187,Tb927.8.570,-0.5957692556777388,0.01162,0.22048688281360013,0.19092,proteasome regulatory non-ATP-ase subunit 10
1188,Tb927.4.2910,-0.027368467129862156,0.45493999999999996,0.20974161822952703,0.19092,"hypothetical protein, conserved"
1189,Tb927.3.3040,-0.042630153978828675,0.52715,0.20983107502628956,0.19092,"Right handed beta helix region, putative"
1190,Tb927.7.6210,-0.3616653758914936,0.14892,-0.05877057816715183,0.19152,"hypothetical protein, conserved"
1191,Tb927.3.3710,0.010569965414269,0.3599,0.21438374516187486,0.19169,"Scavenger mRNA decapping enzyme C-term binding, putative"
1192,Tb927.8.5630,-0.02383423489942737,0.45083999999999996,-0.04623616231097749,0.19169,"dihydroorotase, putative"
1193,Tb927.1.3110,-0.10117636803228043,0.79624,-0.042624259368409724,0.19169,"soluble N-ethylmaleimide sensitive factor (NSF) attachment protein, putative"
1194,Tb927.3.4020,-0.0487699685926965,0.8570399999999999,0.20955077720794568,0.19169,"phosphatidylinositol 4-kinase alpha, putative"
1195,Tb927.8.1510,-0.5200920490586073,0.02338,0.20898534018008572,0.19262,"ATP-dependent RNA helicase DBP2B, putative"
1196,Tb927.1.240,-0.06788237726105685,0.77475,0.22558252872987866,0.19262,"retrotransposon hot spot protein (RHS, pseudogene), putative"
1197,Tb927.11.10060,0.009618566855032495,0.29108,-0.04233008381962927,0.19312,"Biotin--acetyl-CoA-carboxylase ligase, putative"
1198,Tb927.7.4380,-0.24637911978210567,0.41367,-0.049796694369037824,0.19313,"Bromodomain, putative"
1199,Tb927.11.10390,-0.012556111491411937,0.39785,0.21524416993395962,0.19313,"hypothetical protein, conserved"
1200,Tb927.10.6950,-0.16831229016180987,0.66127,0.2200584738800486,0.19313,"sterol 24-c-methyltransferase, putative"
1201,Tb927.4.2780,0.06635965827677472,0.17245,-0.04199135350293645,0.19313,"hypothetical protein, conserved"
1202,Tb927.5.1470,-0.22208838340917086,0.4367,0.2107909744856289,0.19313,"NADH-cytochrome b5 reductase, putative"
1203,Tb927.6.4680,-0.09087980637067015,0.7891100000000001,-0.04406776266458698,0.19361,"hypothetical protein, conserved"
1204,Tb927.11.5610,0.06053348609037846,0.15846,-0.048703409445781706,0.19383,"Rab-GTPase-TBC domain containing protein, putative"
1205,Tb927.1.1370,-0.3517455924715205,0.1331,0.2099967341007876,0.19402,"rRNA biogenesis protein, putative"
1206,Tb927.5.1610,0.04911125934931382,0.17521,-0.0432639480433303,0.19428,"60S ribosomal protein L13a, putative"
1207,Tb927.3.3300,-0.12467870056021653,0.83734,-0.044895305939601254,0.19433,Flagellum attachment zone protein 19
1208,Tb927.1.2580,-0.20411364958496578,0.5333399999999999,0.22044043753522427,0.19433,exosome-associated protein 1
1209,Tb927.10.6630,-0.2657472021362628,0.29133000000000003,0.216170974282849,0.19433,"ATP-dependent RNA helicase DBP2A, putative"
1210,Tb927.11.4690,-0.019476054167347333,0.41348,0.2113812384246256,0.19441,mitochondrial DNA polymerase I protein B
1211,Tb927.11.1150,-0.04518816467817164,0.53159,0.2085360007014336,0.19517,radial spoke protein 3
1212,Tb927.5.4500,-0.22165649785104705,0.4782,-0.04391793153180211,0.19517,"ras-like small GTPase, putative"
1213,Tb927.9.12710,-0.44436221566775536,0.054720000000000005,0.22262253653042322,0.19517,"hypothetical protein, conserved"
1214,Tb927.9.9060,-0.193036631030313,0.5715100000000001,-0.050314776808911006,0.19517,"Lsm12 protein, putative"
1215,Tb927.6.580,-0.2066473414332561,0.50551,0.2074896330217448,0.19517,"hypothetical protein, conserved"
1216,Tb927.1.420,-0.26080187188850457,0.30478,0.20895998043281458,0.19517,"retrotransposon hot spot protein 5 (RHS5), putative"
1217,Tb927.11.2790,-0.3726917161901655,0.10478,0.20818686014859883,0.19517,"Cilia- and flagella-associated protein 91, putative"
1218,Tb927.10.14700,-0.24924806312927553,0.33663000000000004,-0.04091971500135203,0.19517,"hypothetical protein, conserved"
1219,Tb927.7.3180,-0.0026358658379689254,0.33478,-0.04110351250403793,0.19548,"adaptor complex AP-1 medium subunit, putative"
1220,Tb927.7.7410,-0.3351996767715629,0.19592,0.21333880662394944,0.19552999999999998,"Trans-2-enoyl-ACP reductase 2, putative"
1221,Tb927.10.4800,0.17891778568604255,0.028460000000000003,-0.04112246149587194,0.19605999999999998,"J binding protein 3, putative"
1222,Tb927.2.6070,-0.236110071664919,0.38919000000000004,0.20642169644737265,0.19674,mitochondrial RNA binding complex 1 subunit
1223,Tb927.4.3180,-0.23050772914129666,0.39941,-0.04137562675087093,0.19712000000000002,"hypothetical protein, conserved"
1224,Tb927.8.5820,-0.3808270081041746,0.09399,0.20786723080157585,0.19712000000000002,"Las1-like, putative"
1225,Tb927.9.9010,-0.23323672249795852,0.3915,-0.05982164877838109,0.19712000000000002,"SAC3/GANP/Nin1/mts3/eIF-3 p25 family, putative"
1226,Tb927.11.8030,-0.5616992031409318,0.01445,0.21085701216969846,0.19712000000000002,"hypothetical protein, conserved"
1227,Tb927.11.16070,-0.26277615954817585,0.32873,-0.05225851040133401,0.19712000000000002,TFIIH basal transcription factor subunit
1228,Tb927.10.3520,-0.08671758452076177,0.7315699999999999,-0.040840800208469794,0.1973,protease regulatory ATPase subunit 4
1229,Tb927.8.1030,-0.0498404532735016,0.55594,0.20814766073141394,0.19789,"chaperone protein DnaJ, putative"
1230,Tb927.7.4430,-0.32011132970369566,0.18592,0.20870776530123672,0.1979,"hypothetical protein, conserved"
1231,Tb927.10.6070,-0.03664580348395714,0.49941,-0.04142319086887897,0.1985,universal minicircle sequence binding protein 1
1232,Tb927.10.8020,-0.13445758631047997,0.79222,-0.04160599294879643,0.19859000000000002,prolyl endopeptidase
1233,Tb927.7.7040,0.1493478399518141,0.04637,-0.045941326556429865,0.19917,"methylthioadenosine phosphorylase, putative"
1234,Tb927.5.1580,0.015035044775453893,0.27883,-0.040598265569601444,0.19965,zinc finger CCCH domain containing protein 13
1235,Tb927.4.5100,-0.3437516622297428,0.1459,0.20628262892398205,0.20046,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative"
1236,Tb927.11.8780,-0.08836911556674062,0.73879,-0.04606853626425423,0.20087,"hypothetical protein, conserved"
1237,Tb927.4.1230,0.2910081846780538,0.00955,-0.0434444056178197,0.20117000000000002,hypothetical protein
1238,Tb927.6.3220,-0.2785170211696678,0.26265,0.20505017716803667,0.2012,"hypothetical protein, conserved"
1239,Tb927.11.5140,-0.37731189335793847,0.1027,-0.0460145685089047,0.20185,"ubiquitin carboxyl-terminal hydrolase, putative"
1240,Tb927.10.13660,-0.31698601990003633,0.27605999999999997,0.3225761464222206,0.20223,"Domain of unknown function DUF21, putative"
1241,Tb927.6.1510,-0.40607389944015787,0.07993,0.22099257490631677,0.20234000000000002,"lysyl-tRNA synthetase, putative"
1242,Tb927.3.3560,0.042621609162067114,0.19263,-0.039786006066220174,0.20344,"U-box domain containing protein, putative"
1243,Tb927.7.550,0.05744908718310906,0.16087,-0.041726219039656905,0.2035,"WD domain, G-beta repeat, putative"
1244,Tb927.11.2130,-0.1204209058466039,0.85225,-0.039804987072142695,0.20362,proteasome regulatory non-ATP-ase subunit 3
1245,Tb927.10.2230,-0.10930381263790359,0.8392799999999999,0.205551035426879,0.204,"NADPH:adrenodoxin oxidoreductase, mitochondrial, putative"
1246,Tb927.11.3540,-0.270679645751147,0.3116,0.23819307085673,0.204,"hypothetical protein, conserved"
1247,Tb927.11.10650,-0.046113532322937544,0.53478,-0.03923459928741499,0.20472,Adaptor protein complex AP-3 subunit beta-3
1248,Tb927.7.2590,-0.47044165440401414,0.03974,0.2137790955064689,0.20508,"prefoldin, putative"
1249,Tb927.4.1870,-0.0982220803382441,0.78701,-0.04471133771832148,0.20508,"Serine/threonine-protein phosphatase 2A catalytic subunit, putative"
1250,Tb927.8.5330,-0.07797642749272692,0.69722,-0.038973386422964496,0.20508,"tyrosyl/methionyl-tRNA synthetase, putative"
1251,Tb927.7.5240,-0.2904226341322212,0.23296999999999998,0.22481006847870996,0.20508,Flagellum attachment zone protein 21
1252,Tb927.10.5770,-0.19986243223084757,0.52667,-0.03948017217642031,0.20508,Valosin-containing protein
1253,Tb927.9.11000,-0.334194691041974,0.15675999999999998,0.20362217080389075,0.20555,"ras-related protein RAB7, putative"
1254,Tb927.5.2620,-0.22783503172701214,0.41897,0.21069093653935156,0.20565999999999998,"hypothetical protein, conserved"
1255,Tb927.5.1990,-1.2159978292286404,0.0,-0.0457421048450475,0.20624,"hypothetical protein, conserved"
1256,Tb927.7.4620,-0.21401754709737902,0.49509,0.2201267966198068,0.20624,"hypothetical protein, conserved"
1257,Tb927.10.6990,-0.09110960996266183,0.7498199999999999,-0.04250756853714941,0.20624,"hypothetical protein, conserved"
1258,Tb927.10.8400,0.03967752770587722,0.21888000000000002,-0.050448513511730145,0.20631,"legume-like lectin, putative"
1259,Tb927.2.2990,-0.19833538514668625,0.5383899999999999,0.2066884689439694,0.20728000000000002,"hypothetical protein, conserved"
1260,Tb927.9.15490,-0.23711657453648247,0.40371999999999997,-0.037555046111729766,0.20738,"ADP-ribosylation factor GTPase activating protein, putative"
1261,Tb927.10.9680,0.17395075002444207,0.032139999999999995,-0.06237282036592446,0.20739000000000002,"SET domain containing protein, putative"
1262,Tb927.9.3100,-0.07822844675040375,0.70539,0.20517479338153838,0.20754,"hypothetical protein, conserved"
1263,Tb927.8.1920,-0.07009344641635129,0.66042,0.2074705693180202,0.20828000000000002,histone-lysine n-methyltransferase
1264,Tb927.10.5040,-0.48289342958761367,0.03358,-0.04146348031645569,0.2084,"chaperone protein DnaJ, putative"
1265,Tb927.10.12930,-0.23456221383605422,0.3854,0.2057905094666767,0.2084,"hypothetical protein, conserved"
1266,Tb927.11.14950,-0.30915511540436913,0.21986999999999998,0.20336942141900244,0.20863,zinc finger protein 2
1267,Tb927.8.4590,0.14726625296458457,0.10307000000000001,-0.07387231989680841,0.20901,"hypothetical protein, conserved"
1268,Tb927.7.1750,-0.027718922558880674,0.44256999999999996,-0.03880885330936655,0.20909,"60S ribosomal protein L7, putative"
1269,Tb927.11.7800,0.27433395499333396,0.01102,-0.05628395202777567,0.20909,"hypothetical protein, conserved"
1270,Tb927.8.3020,0.014669191986689206,0.2867,-0.04927840724279577,0.20935,"hypothetical protein, conserved"
1271,Tb927.9.7020,-0.16288288159497846,0.69052,0.20797694376089096,0.20965,"hypothetical protein, conserved"
1272,Tb927.10.300,0.20504496441111736,0.021230000000000002,0.20707258590939753,0.21034,mitochondrial calcium uniporter
1273,Tb927.6.1590,-0.205263473396832,0.50605,0.20242655665826903,0.21034,conserved protein
1274,Tb927.7.2100,-0.24304473720795386,0.36025999999999997,-0.03831957369364493,0.21073000000000003,GMP synthase [glutamine-hydrolysing]
1275,Tb927.11.4880,-0.4297921281974233,0.059289999999999995,0.20451660241899847,0.21119000000000002,"Calmodulin-binding, putative"
1276,Tb927.6.4360,-0.5714736474333288,0.01329,0.2012901821882715,0.21123000000000003,"hypothetical protein, conserved"
1277,Tb927.5.1250,-0.08955648947732234,0.75095,-0.038656122243574086,0.21131,"GAF domain/TIP41-like family, putative"
1278,Tb927.7.2730,-0.22211624578618885,0.43665,0.2024903415083808,0.21131999999999998,"leucine-rich repeat protein (LRRP), putative"
1279,Tb927.9.6660,0.2476689639566739,0.01445,-0.06685746162313837,0.21145999999999998,"hypothetical protein, conserved"
1280,Tb11.v5.0468,-0.19586624795589236,0.5525399999999999,0.21207740448235018,0.21145999999999998,"alpha tubulin, putative"
1281,Tb927.6.840,-0.5529468211092697,0.016309999999999998,0.20039288469507457,0.21153000000000002,"hypothetical protein, conserved"
1282,Tb927.7.2130,-0.27273765271305356,0.27396,0.20392539479629845,0.21261999999999998,"Uncharacterized conserved protein (DUF2036), putative"
1283,Tb927.8.2670,-0.062034615280697716,0.63752,0.20136204380123313,0.21295999999999998,"Putative S-adenosyl-L-methionine-dependent methyltransferase, putative"
1284,Tb927.9.3630,-0.22235851942038462,0.43665,-0.037848656237228634,0.21311,"BSD domain containing protein, putative"
1285,Tb927.2.4590,0.1900153916270384,0.02553,-0.0814197688858428,0.21311,"branched-chain amino acid aminotransferase, putative"
1286,Tb927.4.2320,0.025500606317368054,0.27466,-0.05056499648002552,0.21319000000000002,"hypothetical protein, conserved"
1287,Tb927.8.6330,-0.14099341847315655,0.76479,-0.03821048890052259,0.21320999999999998,"WD domain, G-beta repeat/PFU (PLAA family ubiquitin binding), putative"
1288,Tb927.11.2500,-0.5452664728734995,0.01782,-0.038239472323453316,0.21320999999999998,Metallocarboxypeptidase 1
1289,Tb927.11.5390,-0.2905969703931731,0.23290999999999998,-0.038788750241887576,0.21481,"mitochondrial import inner membrane translocase subunit, putative"
1290,Tb927.11.15640,-0.38244455192711346,0.09399,0.19896246905481876,0.21588000000000002,mitochondrial RNA binding complex 1 subunit
1291,Tb927.3.1620,-0.037198548397696256,0.49432,-0.03749000064564957,0.21611,"ER-golgi trafficking TRAPP I complex 85 kDa subunit, putative"
1292,Tb927.10.2750,-0.03701935709635184,0.5203800000000001,-0.05065058556312366,0.21611,deoxyhypusine synthase
1293,Tb927.3.5640,-0.2239895276687064,0.43308,-0.04066616948608787,0.21611,"nuclear transcription factor, putative"
1294,Tb927.10.4330,-0.43657308234143805,0.05486,0.20117660708687182,0.21611,"2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative"
1295,Tb927.11.11490,-0.44744716832633796,0.06481,0.2385337708836048,0.21624000000000002,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase-like protein, putative"
1296,Tb927.11.8010,0.26539424808400697,0.01174,0.20823596905315378,0.21624000000000002,"DNA repair protein, putative"
1297,Tb927.10.11990,-0.15627194942247835,0.70491,0.19963815446314145,0.21624000000000002,"60S ribosome subunit biogenesis protein NIP7, putative"
1298,Tb927.1.730,-0.10029792917339532,0.7991199999999999,0.23810480790149363,0.21728000000000003,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
1299,Tb11.v5.0325,-0.06781628251588082,0.6512,0.21329774164828896,0.21728000000000003,"retrotransposon hot spot (RHS) protein, putative"
1300,Tb927.10.5760,0.15369295836073613,0.04067,-0.06279392754745979,0.21728000000000003,"adenylate kinase, putative"
1301,Tb11.v5.0191,0.17446255134523728,0.030619999999999998,-0.041801187402600484,0.21728000000000003,"ELMO/CED-12 family, putative"
1302,Tb927.11.4290,-0.2574334468808569,0.34614,-0.0569724773292743,0.21728000000000003,40S ribosomal protein S12
1303,Tb927.11.3290,-0.007863250417367807,0.35916,0.1982127204846701,0.21728000000000003,Tripartite attachment complex protein 166
1304,Tb927.10.10370,-0.45545903614262295,0.0445,0.1996785645507263,0.21728000000000003,"hypothetical protein, conserved"
1305,Tb927.11.9040,-0.2243603432563416,0.43517,-0.03760179366093125,0.21728000000000003,conserved protein
1306,Tb927.7.800,-0.26004445856315683,0.30478,0.20649692509006262,0.21728000000000003,RNA editing mediator complex protein 3
1307,Tb927.4.100,-0.49639850728426793,0.032139999999999995,0.20394468018749315,0.21728000000000003,"retrotransposon hot spot protein 1 (RHS1), interrupted"
1308,Tb927.8.7930,-0.12135600316424673,0.8476100000000001,-0.03812691655356701,0.21728000000000003,"receptor-type adenylate cyclase GRESAG 4, putative"
1309,Tb927.11.15170,-0.1852649246343988,0.78856,-0.06790455569548819,0.21728000000000003,"ribosome biogenesis protein TSR3, putative"
1310,Tb927.9.13380,-0.06581505570691326,0.63942,-0.0373347282154148,0.21728000000000003,Autophagy-related protein 24
1311,Tb927.7.6270,0.009597660548640113,0.31023,-0.03532723748936881,0.21866999999999998,"peptidase t, putative"
1312,Tb927.8.6530,-0.16627911188246164,0.66999,0.2003576534014731,0.21921,"SET domain containing protein, putative"
1313,Tb11.v5.0196,-0.05367155830032298,0.58423,-0.03743517926752803,0.2193,"Proteasome subunit A N-terminal signature/Proteasome subunit, putative"
1314,Tb927.9.3580,-0.2888272187013461,0.24175,0.20150100978395222,0.21978000000000003,"hypothetical protein, conserved"
1315,Tb927.9.2400,0.08986387248755988,0.09398,-0.03859818554570214,0.21978000000000003,"hypothetical protein, conserved"
1316,Tb927.10.12890,0.11955118661386432,0.06336,-0.03751457190469598,0.21978000000000003,"bifunctional aminoacyl-tRNA synthetase, putative"
1317,Tb927.11.1180,0.07550448614876695,0.13455,-0.04685136774379735,0.21978000000000003,"cdc2-related kinase 6, putative"
1318,Tb927.6.4130,0.32516819760040844,0.00678,0.21593039656861954,0.21978000000000003,succinate dehydrogenase subunit 3
1319,Tb927.1.3910,-0.05209917153803525,0.56915,-0.036446134401928475,0.21996,Anaphase-promoting complex subunit CDC23
1320,Tb927.4.1500,-0.32050096707203934,0.17834,0.19973754586844264,0.21996,RNA editing associated helicase 2
1321,Tb927.2.3480,-0.6471224265896561,0.00678,0.19744606420621713,0.22016999999999998,"transcription elongation factor s-II, putative"
1322,Tb927.4.5370,0.1540759537297992,0.04772,-0.07410274731062204,0.22016999999999998,Component of motile flagella 39
1323,Tb927.1.3170,-0.0683051142286584,0.64632,-0.04136300757242102,0.22016999999999998,"CHORD, putative"
1324,Tb927.4.4970,-0.509091385548642,0.02731,0.19732890171006492,0.22016999999999998,"myosin heavy chain kinase A, putative"
1325,Tb927.8.1600,-0.1421192751630827,0.76298,-0.036842931239231276,0.22057,"lysyl-tRNA synthetase, putative"
1326,Tb927.6.1750,0.09773566870760929,0.08319,-0.03802344645486619,0.22093000000000002,"Rab-GTPase-TBC domain containing protein, putative"
1327,Tb927.3.2600,-0.05583139882190502,0.58423,-0.036185820625724154,0.22093000000000002,"ATP-dependent DEAD/H RNA helicase, putative"
1328,Tb927.6.1890,-0.1943834807706559,0.54625,0.20231038077305405,0.22093000000000002,"hypothetical protein, conserved"
1329,Tb927.11.2910,0.0058605145984488875,0.31089,0.1994156859814096,0.22093000000000002,"phosphoglycerate mutase, putative"
1330,Tb927.3.1200,-0.14563657858925932,0.74406,-0.03554099743099322,0.2212,"hypothetical protein, conserved"
1331,Tb927.11.3740,-0.16310884448180205,0.6774899999999999,-0.0362402042252774,0.22154000000000001,proteasome regulatory ATPase subunit 2
1332,Tb927.9.11830,-0.0053043620186440325,0.36323,0.20386518367925366,0.22301999999999997,"hypothetical protein, conserved"
1333,Tb927.11.8240,-0.008823882058974554,0.40594,-0.048353660898287104,0.22324000000000002,"TPR repeat, putative"
1334,Tb927.7.7230,-0.16111749132984537,0.7016600000000001,0.20473181699929055,0.22429000000000002,nitroreductase
1335,Tb927.5.1700,0.012929345707183945,0.28231999999999996,-0.03669317653593541,0.22436,"replication Factor A 28 kDa subunit, putative"
1336,Tb927.6.2210,-0.08672641831985818,0.7398,-0.0354006585737936,0.22441,"hypothetical protein, conserved"
1337,Tb927.7.3750,-0.29535629112208234,0.22728,0.19787696967889173,0.22441,"TFIIF-stimulated CTD phosphatase, putative"
1338,Tb927.10.14890,-0.07926086770298471,0.70057,-0.03508835738400881,0.22471999999999998,"C-terminal motor kinesin, putative"
1339,Tb927.7.1930,-0.9510524087226064,0.9772,1.486964601272015,0.22493000000000002,"nucleoside diphosphatase, putative"
1340,Tb927.8.7380,-0.32944257395867743,0.162,0.1963344168678252,0.22493000000000002,"dihydrolipoamide dehydrogenase, point mutation"
1341,Tb927.5.2380,0.040280218296508775,0.19704000000000002,-0.03852960727184729,0.22505999999999998,"hydrolase, alpha/beta fold family, putative"
1342,Tb927.11.6820,0.04996379299325996,0.18168,-0.03576332213520195,0.22576999999999997,"hypothetical protein, conserved"
1343,Tb927.8.6510,-0.1705315567128636,0.64715,-0.03647896924638276,0.22576999999999997,"ubiquitin-protein ligase, putative"
1344,Tb927.3.740,-0.9191001085835058,0.0015,0.20376328173971475,0.22619,"ZFP family member, putative"
1345,Tb927.7.3190,-0.5044138318193385,0.030619999999999998,0.19961390789172356,0.22629000000000002,"Pseudokinase, putative"
1346,Tb927.9.8420,0.04021531749543375,0.19764,-0.035813273055759716,0.2266,QM-like protein
1347,Tb927.10.7960,0.11855375609373886,0.06226,-0.03882104380193091,0.2266,"hypothetical protein, conserved"
1348,Tb927.11.4960,-0.010787853363561131,0.36861,-0.03533530506823995,0.22721999999999998,"transcription elongation factor s-II, putative"
1349,Tb927.4.4430,-0.6825352732173301,0.00532,0.20613549180355373,0.22721999999999998,adenylyl cyclase
1350,Tb927.2.450,-0.03702746941605256,0.49941,-0.03606009161991202,0.22783,"retrotransposon hot spot protein 4 (RHS4), putative"
1351,Tb927.11.4130,0.005510235327373211,0.31772,-0.03862336790912919,0.22814,"ubiquitin-like protein, putative"
1352,Tb927.11.1810,-0.5937039682063475,0.012629999999999999,0.20302015536149154,0.22814,"Ring finger domain containing protein, putative"
1353,Tb927.8.1930,-0.1411239830974662,0.7712899999999999,-0.03595929320888545,0.22885,"Isy1-like splicing family, putative"
1354,Tb927.6.2460,-0.0027734548510142685,0.34395,-0.03690373519886105,0.22885,"ubiquitin fusion degradation protein 2, putative"
1355,Tb927.11.14160,-0.09762348940580659,0.7853100000000001,-0.049639803960206404,0.22905,"Alpha/beta hydrolase family, putative"
1356,Tb927.10.980,-0.34043514852372586,0.14842,0.19626864628176538,0.22905999999999999,"RNA polymerase III transcription factor (TF)IIIC subunit, putative"
1357,Tb927.9.4040,-0.44427071653924255,0.0527,0.19582775762449964,0.22908,"nicotinamidase, putative"
1358,Tb927.10.13180,-0.3602626278033885,0.11825,0.1939133111862809,0.22928,"Nrap protein, putative"
1359,Tb927.4.760,-0.11423456947215582,0.8593299999999999,-0.03583583365768259,0.22928,"AP-1 adapter complex gamma subunit, putative"
1360,Tb927.2.2830,0.10491782837959973,0.10754000000000001,-0.03769917906672731,0.22928,"hypothetical protein, conserved"
1361,Tb927.5.1760,-0.4030410762468177,0.07736,0.1942375789624879,0.22958,"Isoprenylcysteine alpha-carbonyl methylesterase, putative"
1362,Tb927.11.6770,-0.1541184524305988,0.71831,0.19717944889566044,0.22963000000000003,"hypothetical protein, conserved"
1363,Tb927.4.3770,0.09824861035929112,0.08512,0.19392917857437553,0.23083,"calcium/calmodulin-dependent protein kinase, putative"
1364,Tb927.11.4320,-0.36001383001719367,0.12675999999999998,0.19790925567808243,0.23083,"Uncharacterized ACR, COG1678, putative"
1365,Tb927.11.7270,-0.019993045130398908,0.41598999999999997,-0.035652481492654944,0.23083,"proteasome beta 3 subunit, putative"
1366,Tb927.10.4550,-0.13318525643056764,0.93737,0.2127158251184609,0.23103,"hypothetical protein, conserved"
1367,Tb927.11.3650,-0.2167454099092216,0.45592,-0.03424815458945358,0.2311,"adenylosuccinate synthetase, putative"
1368,Tb927.7.4440,-0.45367060918389623,0.04651,0.1936129469717193,0.23126,"NAD dependent epimerase/dehydratase family, putative"
1369,Tb927.11.8790,-0.14297419713355197,0.7590899999999999,-0.03687116513516862,0.23138000000000003,"target SNARE, putative"
1370,Tb927.10.9120,0.03478723002339458,0.21855,0.19471524528902173,0.23138000000000003,"hypothetical protein, conserved"
1371,Tb927.10.4480,0.045140459955400364,0.22896999999999998,-0.048612881112602944,0.23138000000000003,"DNA damage repair protein, putative"
