Gene_acc,Gene_id,Plus1,Plus2,Plus3,Minus1,Minus2,Minus3,Desc
1656,Tb927.9.11510,16824.0,15660.0,15094.0,13050.0,13267.0,13947.0,"hypothetical protein, conserved"
1657,Tb927.9.5880,133910.0,130500.0,133330.0,116050.0,123770.0,112900.0,"pre-mRNA splicing factor, putative"
1658,Tb927.6.2020,196900.0,196400.0,190410.0,194330.0,205070.0,195620.0,Bardet-Biedl syndrome 2 protein
1659,Tb927.11.4900,645420.0,639900.0,631660.0,658940.0,663740.0,626830.0,WD40/YVTN repeat-like-containing protein
1660,Tb927.4.710,85229.0,86685.0,85520.0,73877.0,81047.0,73494.0,"hypothetical protein, conserved"
1661,Tb927.6.1080,163870.0,160580.0,160440.0,166140.0,166580.0,160380.0,"hydroxyacylglutathione hydrolase, putative"
1662,Tb927.10.4610,768130.0,742720.0,732670.0,660320.0,702950.0,626960.0,"dolicholphosphate-mannose synthase, putative"
1663,Tb927.9.15070,710200.0,696130.0,700690.0,709800.0,751170.0,681740.0,"hypothetical protein, conserved"
1664,Tb927.6.2170,785720.0,753460.0,744660.0,683630.0,690770.0,648680.0,"co-chaperone GrpE, putative"
1665,Tb927.3.4030,520320.0,507650.0,510460.0,452270.0,483460.0,428310.0,"hypothetical protein, conserved"
1666,Tb927.1.1690,98145.0,97073.0,102300.0,79974.0,92769.0,88805.0,RNA-editing nuclease 1
1667,Tb927.11.4630,53007.0,51551.0,52969.0,46831.0,44248.0,47063.0,"hypothetical protein, conserved"
1668,Tb927.8.5600,618150.0,617430.0,628120.0,650350.0,643930.0,604350.0,"transaldolase, putative"
1669,Tb927.2.5760,1058700.0,1035900.0,1044000.0,916930.0,982860.0,885930.0,Flagellar Member 8
1670,Tb927.11.360,325120.0,319190.0,329060.0,286540.0,300410.0,277050.0,"ATP-binding protein, putative"
1671,Tb927.4.4480,79263.0,77874.0,75224.0,69742.0,73071.0,63671.0,"hypothetical protein, conserved"
1672,Tb927.9.14070,414300.0,407500.0,435650.0,362310.0,395610.0,348830.0,"short-chain dehydrogenase, putative"
1673,Tb927.11.12030,205980.0,202040.0,203980.0,177530.0,187700.0,177150.0,"hypothetical protein, conserved"
1674,Tb927.11.11410,37804.0,36896.0,38327.0,37878.0,41155.0,36430.0,"trans-sialidase, putative"
1675,Tb927.9.12070,879340.0,887770.0,876080.0,901790.0,922650.0,862240.0,"hypothetical protein, conserved"
1676,Tb927.6.3340,350310.0,334460.0,351740.0,347770.0,385760.0,331860.0,"Domain of unknown function (DUF814), putative"
1677,Tb927.10.9410,200500.0,190740.0,198310.0,200920.0,205020.0,192870.0,Selenophosphate synthetase 2
1678,Tb927.11.4780,48993.0,49765.0,49392.0,43644.0,47463.0,40108.0,"pyruvate dehydrogenase (lipoamide) kinase, putative"
1679,Tb927.4.3310,501740.0,487540.0,498280.0,500240.0,540080.0,476860.0,"TPR repeat/SET domain containing protein, putative"
1680,Tb927.3.620,315200.0,319260.0,311720.0,262160.0,291680.0,277550.0,"ATP-dependent DEAD/H RNA helicase, putative"
1681,Tb927.9.13150,40705.0,40658.0,42524.0,35584.0,37835.0,36495.0,"TFIIF-stimulated CTD phosphatase, putative"
1682,Tb927.11.14380,336950.0,340610.0,343830.0,303580.0,315000.0,286960.0,kinetoplast polyadenylation/uridylation factor 2
1683,Tb927.7.7280,135700.0,136010.0,132220.0,119160.0,124890.0,114450.0,"RNA-binding protein, putative"
1684,Tb927.4.2930,309790.0,303160.0,305680.0,264230.0,280430.0,268110.0,"OsmC-like protein, putative"
1685,Tb927.8.660,3162.6,2757.0,3420.8,3599.6,3161.6,3018.2,"Sel1 repeat, putative"
1686,Tb927.11.3350,684870.0,664540.0,682010.0,680170.0,712190.0,671110.0,"phospholipid-transporting ATPase 1-like protein, putative"
1687,Tb927.10.8140,190510.0,178070.0,185960.0,187450.0,199420.0,179190.0,"EVE domain containing protein, putative"
1688,Tb927.1.4690,411190.0,386560.0,398860.0,404990.0,430420.0,385380.0,Protein arginine N-methyltransferase 1 catalytic subunit
1689,Tb927.5.900,304060.0,314940.0,302570.0,268280.0,282620.0,265240.0,"oligosaccharyl transferase subunit, putative"
1690,Tb927.10.10590,2651800.0,2636200.0,2665600.0,2690400.0,2831800.0,2562800.0,"histone H2B, putative"
1691,Tb927.9.6560,505170.0,490050.0,496570.0,492360.0,530930.0,494800.0,"NAK family pseudokinase, putative"
1692,Tb927.3.1600,106220.0,97853.0,95519.0,101720.0,104760.0,99884.0,Mitochondrial import inner membrane translocase subunit 10
1693,Tb927.11.13070,139140.0,139610.0,134480.0,140480.0,144590.0,135210.0,"O-phosphoseryl-tRNA(Sec) selenium transferase, putative"
1694,Tb927.8.3860,125090.0,117980.0,125040.0,109540.0,112380.0,104460.0,cytosolic iron-sulfur protein assembly 1
1695,Tb927.7.3370,1594100.0,1538100.0,1549500.0,1577400.0,1651400.0,1527700.0,"Intraflagellar transport protein 74, putative"
1696,Tb927.10.310,279360.0,264330.0,273010.0,277170.0,292400.0,262480.0,pumillio/PUF RNA binding protein 3
1697,Tb927.10.4630,32243.0,30900.0,29462.0,32571.0,34577.0,27721.0,"hypothetical protein, conserved"
1698,Tb927.6.2880,693430.0,704740.0,703500.0,718000.0,739420.0,679500.0,"kinesin, putative"
1699,Tb927.11.6610,523520.0,520580.0,519430.0,452750.0,487710.0,448960.0,"hypothetical protein, conserved"
1700,Tb927.3.4460,3397.4,3204.8,3510.7,3406.4,3726.7,3271.4,"hypothetical protein, conserved"
1701,Tb927.10.6690,109790.0,107830.0,104410.0,108930.0,116860.0,101700.0,protein tyrosine phosphatase 1
1702,Tb927.10.13335,46898.0,51233.0,50010.0,47812.0,53666.0,48993.0,"Zinc-finger of C2H2 type, putative"
1703,Tb927.11.4970,161970.0,165980.0,158550.0,144430.0,146450.0,139080.0,Chromatin assembly factor 1 subunit C
1704,Tb927.3.4770,288340.0,270300.0,273510.0,279710.0,307320.0,265450.0,leucine-rich repeat-containing protein
1705,Tb927.2.4650,118640.0,116330.0,120550.0,107250.0,106760.0,101230.0,"hypothetical protein, conserved"
1706,Tb927.1.1960,288790.0,288320.0,283780.0,294610.0,298030.0,282130.0,"chaperone protein DnaJ, putative"
1707,Tb927.7.1130,548340.0,522500.0,526270.0,544700.0,563210.0,514100.0,trypanothione/tryparedoxin dependent peroxidase 2
1708,Tb927.7.4000,427000.0,416290.0,423050.0,429450.0,449530.0,408120.0,"glutathione synthetase, putative"
1709,Tb927.4.4580,467070.0,469410.0,454590.0,472740.0,482010.0,461420.0,"hypothetical protein, conserved"
1710,Tb11.02.5090b,229570.0,233420.0,223170.0,236400.0,234170.0,231220.0,"proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene"
1711,Tb927.11.10010,301860.0,288410.0,296920.0,298240.0,312790.0,290350.0,"vacuolar sorting-associated protein-like, putative"
1712,Tb927.11.13450,131270.0,129850.0,131870.0,131050.0,139710.0,128340.0,"hypothetical protein, conserved"
1713,Tb927.11.14140,449820.0,453650.0,451690.0,459140.0,468550.0,449040.0,ethanolamine-phosphate cytidylyltransferase
1714,Tb927.2.5060,912620.0,884620.0,894520.0,916400.0,947010.0,869390.0,"GTP binding protein, putative"
1715,Tb927.7.6460,358850.0,336950.0,342160.0,301630.0,319970.0,296890.0,"Defective in exine formation 1 homolog, putative"
1716,Tb927.9.11220,543980.0,498190.0,509900.0,460080.0,481570.0,430560.0,"tRNA import complex component, putative"
1717,Tb927.10.13280,2041700.0,2054000.0,2045100.0,2080800.0,2170200.0,1984100.0,"hypothetical protein, conserved"
1718,Tb927.4.4700,934080.0,933620.0,908520.0,824600.0,837380.0,798310.0,"hypothetical protein, conserved"
1719,Tb927.5.4150,398360.0,392120.0,391220.0,345790.0,365240.0,338840.0,"hypothetical protein, conserved"
1720,Tb927.3.710,38235.0,35622.0,39553.0,32649.0,35083.0,31346.0,"RING-variant domain containing protein, putative"
1721,Tb927.10.2680,115730.0,111130.0,111280.0,99461.0,106810.0,93860.0,"pyridine nucleotide-disulphide oxidoreductase, putative"
1722,Tb927.7.2500,643570.0,642430.0,629330.0,648950.0,676860.0,618420.0,proteasome regulatory ATPase subunit 1
1723,Tb927.10.5270,50339.0,53487.0,52804.0,52536.0,53732.0,53601.0,mitogen-activated protein kinase kinase 5
1724,Tb927.11.760,1764900.0,1771700.0,1726800.0,1802000.0,1824500.0,1723100.0,"protein phosphatase 2C, putative"
1725,Tb927.7.2240,1240100.0,1239300.0,1222900.0,1275500.0,1290500.0,1193900.0,"hypothetical protein, conserved"
1726,Tb10.v4.0052,32605.0,32648.0,33413.0,33577.0,35165.0,31643.0,microtubule-associated protein 2
1727,Tb927.10.11960,116010.0,108600.0,115610.0,115250.0,125120.0,108730.0,"Serine/threonine-protein phosphatase 1 regulatory subunit, putative"
1728,Tb927.3.4660,660570.0,633390.0,640540.0,644940.0,691340.0,631340.0,"WD domain, G-beta repeat, putative"
1729,Tb11.v5.0892,31613.0,29930.0,30117.0,26265.0,28380.0,26310.0,"hypothetical protein, conserved"
1730,Tb927.8.1240,13353.0,13593.0,11747.0,13721.0,13602.0,12267.0,"electron transfer flavoprotein-ubiquinone oxidoreductase, putative"
1731,Tb927.10.10620,75932.0,80268.0,78055.0,64765.0,74785.0,68392.0,"hypothetical protein, conserved"
1732,Tb927.9.12670,56743.0,56417.0,55107.0,58499.0,58609.0,53812.0,predicted zinc finger protein
1733,Tb927.11.13700,287340.0,288940.0,291770.0,253030.0,270180.0,249640.0,Basal body protein
1734,Tb927.9.13430,91250.0,86513.0,87633.0,88034.0,96520.0,86395.0,"ubiquitin carboxyl-terminal hydrolase, putative"
1735,Tb927.4.3390,83012.0,81124.0,84271.0,74173.0,77337.0,68797.0,"tuzin, putative"
1736,Tb927.9.2760,303200.0,299480.0,308150.0,307890.0,320830.0,295960.0,"EB1-like C-terminal motif containing protein, putative"
1737,Tb927.7.6900,471780.0,480260.0,486530.0,479490.0,505590.0,474320.0,Sister chromatid cohesion protein 1
1738,Tb927.11.16120,247430.0,249750.0,243220.0,218980.0,226750.0,212110.0,"hypothetical protein, conserved"
1739,Tb927.10.770,314590.0,315640.0,307770.0,284860.0,286060.0,262250.0,"RF-1 domain containing protein, putative"
1740,Tb927.6.3840,733190.0,729770.0,744490.0,740250.0,784860.0,716240.0,reticulon domain protein
1741,Tb927.10.6830,158630.0,156870.0,162960.0,163690.0,162140.0,159990.0,bardet-biedl syndrome 4 protein
1742,Tb927.5.3460,56875.0,56680.0,55988.0,50912.0,53835.0,45989.0,Flagellum attachment zone protein 16
1743,Tb927.9.13460,34636.0,36001.0,36566.0,36659.0,37043.0,35454.0,"Spt4/RpoE2 zinc finger, putative"
1744,Tb927.6.930,16454.0,15220.0,17137.0,13386.0,14893.0,14482.0,metacaspase MCA3
1745,Tb927.3.5530,1985500.0,1948500.0,1962000.0,1997900.0,2091000.0,1896500.0,Tb-292 membrane associated protein
1746,Tb927.7.5600,96040.0,97942.0,99667.0,85775.0,91006.0,84561.0,"leucine-rich repeat protein (LRRP), putative"
1747,Tb927.11.8110,60619.0,62425.0,65104.0,56884.0,56175.0,51022.0,"hypothetical protein, conserved"
1748,Tb927.10.14480,193260.0,193760.0,186270.0,190870.0,205040.0,186140.0,"hypothetical protein, conserved"
1749,Tb927.9.4850,374630.0,376970.0,377950.0,387340.0,395560.0,364530.0,"leucine-rich repeat protein (LRRP), putative"
1750,Tb927.7.530,312170.0,309390.0,313000.0,319510.0,332320.0,297670.0,"FYVE zinc finger, putative"
1751,Tb927.10.2630,121180.0,115980.0,118090.0,114910.0,127340.0,121080.0,"Regulator of Vps4 activity in the MVB pathway, putative"
1752,Tb927.3.4450,30915.0,28668.0,28283.0,28890.0,31666.0,29959.0,"hypothetical protein, conserved"
1753,Tb927.1.3300,616150.0,614960.0,626040.0,626910.0,672270.0,591560.0,"Myotubularin-related protein, putative"
1754,Tb927.11.10180,61048.0,58549.0,59822.0,58369.0,65139.0,59760.0,"hypothetical protein, conserved"
1755,Tb927.6.4590,1443200.0,1426000.0,1388600.0,1452200.0,1487000.0,1380300.0,"glutamyl-tRNA synthetase, putative"
1756,Tb927.6.2510,114280.0,104200.0,105070.0,109640.0,114140.0,105650.0,"Succinate dehydrogenase assembly factor 2, mitochondrial"
1757,Tb927.10.15960,293830.0,291750.0,296600.0,298670.0,308840.0,287430.0,"hypothetical protein, conserved"
1758,Tb927.11.6130,298970.0,289240.0,290400.0,294280.0,315080.0,283360.0,SKP1-like protein
1759,Tb927.10.9130,203690.0,210040.0,193700.0,176070.0,191250.0,171520.0,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
1760,Tb927.10.1170,3334600.0,3283900.0,3266200.0,3316100.0,3479600.0,3229300.0,intraflagellar transport protein 172
1761,Tb927.5.4330,470720.0,462130.0,466550.0,412290.0,434610.0,399940.0,"dihydrolipoamide branched chain transacylase, putative"
1762,Tb927.11.4380,702030.0,684450.0,702710.0,699550.0,749090.0,674280.0,"ATP-dependent RNA helicase, putative"
1763,Tb927.8.4570,222770.0,232590.0,226560.0,196970.0,209270.0,199270.0,"Zinc finger, C3HC4 type (RING finger), putative"
1764,Tb927.11.12580,5888.1,6174.6,6216.8,5610.5,5558.9,4275.3,"hypothetical protein, conserved"
1765,Tb927.10.14990,1104900.0,1108700.0,1114500.0,1128300.0,1163500.0,1083200.0,intraflagellar transport protein 80
1766,Tb927.3.4860,189290.0,191880.0,192400.0,190560.0,201620.0,189390.0,mitogen-activated protein kinase kinase 1
1767,Tb927.11.6470,111150.0,109800.0,114880.0,99334.0,100340.0,99192.0,MICOS complex subunit MIC16
1768,Tb927.3.5400,57485.0,57649.0,59136.0,50089.0,51987.0,52400.0,"serine/threonine protein kinase RIO1, putative"
1769,Tb927.3.5540,718010.0,668420.0,681780.0,686470.0,802220.0,657710.0,"dynein intermediate chain WDRD34, putative"
1770,Tb927.10.11590,625040.0,599460.0,616040.0,625040.0,670330.0,582620.0,"nicotinate phosphoribosyltransferase, putative"
1771,Tb927.5.1410,1252600.0,1240900.0,1226800.0,1247400.0,1320900.0,1203200.0,64 kDa invariant surface glycoprotein
1772,Tb927.10.9720,158540.0,158530.0,159850.0,154130.0,172690.0,158190.0,RNA-editing-associated protein 1
1773,Tb927.10.3230,235270.0,236730.0,242770.0,237510.0,260610.0,229610.0,"CMGC/MAPK protein kinase, putative"
1774,Tb927.3.5350,83085.0,83676.0,82472.0,85737.0,87433.0,79785.0,"hypothetical protein, conserved"
1775,Tb927.11.5600,78903.0,73237.0,83901.0,85814.0,89074.0,73522.0,Archaic Translocase of outer membrane 14 kDa subunit
1776,Tb11.02.5390b,595720.0,596980.0,585820.0,521450.0,556420.0,507000.0,"mRNA processing protein, putative"
1777,Tb927.10.14750,501030.0,492070.0,487930.0,447150.0,455270.0,418240.0,"fibrillarin, putative"
1778,Tb927.7.6380,170070.0,165720.0,158790.0,165390.0,175500.0,161900.0,"ssm4 protein, putative"
1779,Tb927.10.6920,495380.0,490290.0,491620.0,433260.0,453880.0,428210.0,hypothetical protein
1780,Tb927.11.2040,280510.0,278590.0,282930.0,282660.0,308230.0,267100.0,"STE/STE11 serine/threonine-protein kinase, putative"
1781,Tb927.11.240,110590.0,112020.0,113550.0,97969.0,104620.0,97299.0,"hypothetical protein, conserved"
1782,Tb927.5.3260,577810.0,569290.0,570450.0,584290.0,607740.0,549560.0,"WD domain, G-beta repeat, putative"
1783,Tb927.11.4040,81958.0,78496.0,82144.0,70501.0,76107.0,68692.0,"hypothetical protein, conserved"
1784,Tb927.8.7980,1262300.0,1228000.0,1216200.0,1248900.0,1301600.0,1206600.0,"Pyrophosphate-energized vacuolar membrane proton pump 2, putative"
1785,Tb927.10.4500,260060.0,264620.0,259190.0,268420.0,273360.0,253850.0,cap guanine-N7 methyltransferase
1786,Tb927.7.6090,2025100.0,1996100.0,1985200.0,2035200.0,2091900.0,1961300.0,eukaryotic translation initiation factor 3 subunit a
1787,Tb927.7.5040,56201.0,60062.0,59093.0,50682.0,53846.0,51256.0,"kinesin, putative"
1788,Tb927.5.3830,324120.0,317370.0,319330.0,322550.0,333230.0,317710.0,dihydroorotate dehydrogenase (fumarate)
1789,Tb927.10.4840,39984.0,41486.0,41115.0,34946.0,38503.0,35793.0,"transcription factor IIa, putative"
1790,Tb927.10.11760,407020.0,407700.0,406310.0,413900.0,425930.0,397880.0,pumilio/PUF RNA binding protein 6
1791,Tb927.11.14130,705370.0,693440.0,684040.0,704550.0,722720.0,683700.0,"ribosomal protein L18, putative"
1792,Tb927.4.5150,119840.0,120940.0,123170.0,106770.0,113020.0,105090.0,"hypothetical protein, conserved"
1793,Tb927.2.1180,193990.0,194540.0,190050.0,200520.0,202920.0,183620.0,"retrotransposon hot spot protein 3 (RHS3), putative"
1794,Tb927.11.5120,162720.0,165470.0,163190.0,165370.0,175510.0,157450.0,"TPR repeat/SET domain containing protein, putative"
1795,Tb927.11.8870,506160.0,511810.0,508310.0,447440.0,470800.0,442570.0,"DEAD-box ATP-dependent RNA helicase, mitochondrial"
1796,Tb927.10.13780,725870.0,730120.0,719780.0,748910.0,747620.0,712500.0,Glycogen synthase kinase 3 short
1797,Tb927.7.6810,13716.0,13940.0,14569.0,12677.0,12762.0,11943.0,"EF-hand domain pair, putative"
1798,Tb927.9.1980,472730.0,475770.0,459580.0,417910.0,432500.0,403160.0,"hypothetical protein, conserved"
1799,Tb927.4.1460,105720.0,101560.0,98790.0,103140.0,106930.0,100760.0,"Zn-finger in ubiquitin-hydrolases and other protein, putative"
1800,Tb927.10.4440,222540.0,217650.0,218040.0,220830.0,237580.0,209980.0,predicted SAP domain protein
1801,Tb927.9.15000,319770.0,303620.0,301230.0,307470.0,327310.0,305160.0,"proteasome complex subunit Rpn13 ubiquitin receptor, putative"
1802,Tb927.10.12230,92406.0,91347.0,92599.0,92509.0,98092.0,89501.0,"hypothetical protein, conserved"
1803,Tb927.11.14430,272830.0,253340.0,263570.0,269550.0,294650.0,247400.0,proteasome regulatory non-ATP-ase subunit
1804,Tb927.6.3190,34627.0,36318.0,38583.0,31682.0,33958.0,31454.0,"hypothetical protein, conserved"
1805,Tb927.11.1130,220790.0,217310.0,217470.0,220910.0,226380.0,216850.0,"calpain-like cysteine peptidase, putative"
1806,Tb927.3.4240,65027.0,65662.0,66369.0,58508.0,61356.0,55881.0,"thioredoxin, putative"
1807,Tb927.5.2530,1161500.0,1172000.0,1157400.0,1037700.0,1099300.0,981510.0,RNA cytidine acetyltransferase
1808,Tb927.8.920,164370.0,158880.0,163250.0,143650.0,149120.0,141250.0,"ubiquitin-conjugating enzyme E2, putative"
1809,Tb927.3.2980,119530.0,117440.0,119370.0,106090.0,108730.0,103240.0,Mitochondrial iron transporter
1810,Tb927.11.1210,601350.0,607000.0,587910.0,614790.0,627560.0,578880.0,"Domain of unknown function (DUF4470)/Domain of unknown function (DUF4471), putative"
1811,Tb927.11.3830,319970.0,310840.0,330410.0,282320.0,300660.0,271600.0,"hypothetical protein, conserved"
1812,Tb927.11.3980,92018.0,91192.0,89777.0,76079.0,88035.0,77742.0,"metallo-peptidase, Clan ME, Family M16"
1813,Tb927.4.4660,95615.0,98384.0,100710.0,85199.0,90293.0,87401.0,"Protein of unknown function DUF84, putative"
1814,Tb927.8.7200,487130.0,470880.0,481400.0,488000.0,503340.0,466460.0,"Region in Clathrin and VPS, putative"
1815,Tb927.8.7020,815980.0,817110.0,806930.0,826980.0,849970.0,794980.0,"peptidase, putative"
1816,Tb927.10.5690,499070.0,476670.0,495710.0,502210.0,525800.0,468260.0,"procyclin-associated gene 2 (PAG2) protein, putative"
1817,Tb927.7.720,61669.0,61832.0,63716.0,55100.0,59293.0,52338.0,conserved protein
1818,Tb927.3.5430,335800.0,323550.0,326320.0,332330.0,348630.0,317830.0,"hypothetical protein, conserved"
1819,Tb927.9.2590,802440.0,808390.0,799220.0,810720.0,849080.0,780610.0,"hypothetical protein, conserved"
1820,Tb927.7.5060,22210.0,21219.0,21964.0,20055.0,19308.0,18900.0,"CLN3 protein, putative"
1821,Tb927.4.3970,60286.0,61232.0,63860.0,62630.0,62544.0,62959.0,"hypothetical protein, conserved"
1822,Tb927.10.9820,538580.0,547910.0,532140.0,494240.0,480810.0,459280.0,mitochondrial intermediate peptidase
1823,Tb927.10.14470,1593000.0,1602200.0,1570500.0,1705100.0,1631600.0,1522600.0,intraflagellar transport protein 140
1824,Tb927.10.7870,84295.0,85502.0,85610.0,75403.0,76909.0,75056.0,"hypothetical protein, conserved"
1825,Tb927.11.7190,202830.0,205730.0,203990.0,179110.0,193470.0,175190.0,hypothetical protein
1826,Tb927.6.1970,74133.0,75635.0,77475.0,76413.0,78180.0,75657.0,nuclear cap binding protein
1827,Tb927.9.2650,203790.0,202280.0,202760.0,183530.0,181110.0,177060.0,Present in the outer mitochondrial membrane proteome 2
1828,Tb927.4.2500,322190.0,328230.0,313210.0,327950.0,337890.0,311180.0,eukaryotic translation initiation factor 2-alpha kinase 2
1829,Tb927.8.1860,1116500.0,1084100.0,1098000.0,973410.0,1014800.0,955670.0,pitrilysin-like metalloprotease
1830,Tb927.11.13270,310400.0,313910.0,299750.0,320410.0,326950.0,289650.0,"hypothetical protein, conserved"
1831,Tb927.6.920,34082.0,35339.0,35832.0,29226.0,32542.0,31818.0,"helicase, putative"
1832,Tb927.10.15180,462170.0,440680.0,432260.0,451770.0,468990.0,431640.0,"nucleosome assembly protein, putative"
1833,Tb927.10.7900,29194.0,31920.0,31882.0,32557.0,35102.0,28558.0,"hypothetical protein, conserved"
1834,Tb927.11.2200,255060.0,255540.0,253860.0,221860.0,241260.0,219940.0,"DNA-directed RNA polymerase II, putative"
1835,Tb927.11.16400,355710.0,352240.0,351950.0,358900.0,370010.0,344100.0,"kinetoplast-associated protein 3, putative"
1836,Tb927.11.11030,79830.0,71945.0,78406.0,69355.0,69878.0,65277.0,exosome-associated protein 4
1837,Tb927.9.5590,869240.0,854900.0,851640.0,773510.0,792590.0,736040.0,DNA topoisomerase ii
1838,Tb927.9.4450,151180.0,147040.0,150050.0,148970.0,160330.0,145420.0,hypothetical protein
1839,Tb927.8.3370,48847.0,55544.0,52216.0,45342.0,47395.0,44944.0,"Ran-binding protein, putative"
1840,Tb927.10.9440,524530.0,521670.0,513090.0,525440.0,539230.0,516270.0,NADH dehydrogenase
1841,Tb927.7.7490,10590.0,10668.0,11026.0,9703.6,8356.1,9812.0,"Zinc finger, C3HC4 type (RING finger), putative"
1842,Tb10.v4.0217,44422.0,46196.0,44370.0,40001.0,39004.0,39520.0,hypothetical protein
1843,Tb927.1.650,60015.0,59774.0,57381.0,59814.0,66213.0,54442.0,"conserved protein, unknown function"
1844,Tb927.6.2440,214530.0,218190.0,209470.0,218040.0,225310.0,207400.0,"Mo25-like, putative"
1845,Tb927.7.1290,71259.0,71520.0,66694.0,71707.0,71772.0,70995.0,"Protein of unknown function (DUF2012), putative"
1846,Tb927.9.11270,1911300.0,1900200.0,1890600.0,1914400.0,1996900.0,1860300.0,"t- complex protein 1 (eta subunit), putative"
1847,Tb927.10.8150,83569.0,82759.0,79224.0,73932.0,74653.0,70064.0,Bromodomain factor 1
1848,Tb927.11.2990,19471.0,18466.0,17812.0,15737.0,17734.0,15695.0,KREPB4
1849,Tb927.8.7610,103690.0,99477.0,100320.0,103340.0,106790.0,97210.0,"amino acid transporter 1, putative"
1850,Tb927.5.1870,192230.0,199420.0,187580.0,172890.0,179330.0,163820.0,"Fidgetin, putative"
1851,Tb927.8.3520,209330.0,218220.0,213820.0,216450.0,222420.0,211790.0,"hypothetical protein, conserved"
1852,Tb927.3.4940,159100.0,149480.0,155210.0,154790.0,164000.0,151670.0,"5-histidylcysteine sulfoxide synthase, putative"
1853,Tb927.11.3710,991040.0,955570.0,961520.0,855770.0,910230.0,830780.0,"hypothetical protein, conserved"
1854,Tb927.10.1520,177920.0,178150.0,182200.0,181910.0,192560.0,171650.0,"ras-related protein Rab21, putative"
1855,Tb927.11.9150,371500.0,372980.0,373360.0,334130.0,339480.0,323540.0,Mitochondrial processome subunit 1
1856,Tb927.8.2070,698560.0,699890.0,690890.0,615750.0,635640.0,610120.0,Present in the outer mitochondrial membrane proteome 39-1
1857,Tb927.4.2370,259060.0,253330.0,253600.0,254150.0,273110.0,248760.0,"hypothetical protein, conserved"
1858,Tb927.9.13970,208710.0,208820.0,212770.0,184040.0,200580.0,178370.0,KKT-interacting protein 9
1859,Tb927.11.2710,46079.0,48495.0,45986.0,39086.0,42501.0,41857.0,Cell division cycle 45
1860,Tb927.11.13730,163300.0,161180.0,163720.0,141370.0,153980.0,140730.0,ornithine decarboxylase
1861,Tb927.9.6160,34014.0,33507.0,30578.0,27624.0,29344.0,28157.0,"hypothetical protein, conserved"
1862,Tb927.9.3590,131490.0,122480.0,129700.0,114340.0,119990.0,105720.0,"monothiol glutaredoxin, putative"
1863,Tb927.10.9240,213890.0,203280.0,205680.0,181720.0,186890.0,183700.0,"Tir chaperone protein (CesT) family, putative"
1864,Tb927.10.11270,53592.0,53679.0,54114.0,47945.0,49058.0,47064.0,"RNA-binding protein, putative"
1865,Tb927.10.16070,37253.0,36338.0,36789.0,32236.0,34111.0,32213.0,Eukaryotic translation initiation factor 4E-2
1866,Tb927.8.3150,1723700.0,1683000.0,1695700.0,1720000.0,1786800.0,1653700.0,"T-complex protein 1, gamma subunit, putative"
1867,Tb927.5.4320,94705.0,87720.0,87129.0,89159.0,94777.0,91882.0,Pre-mRNA polyadenylation factor FIP1
1868,Tb927.10.10870,112540.0,112550.0,109680.0,109890.0,116700.0,114060.0,"CMGC family protein kinase, putative"
1869,Tb927.10.11510,539090.0,520490.0,531260.0,541350.0,558960.0,510240.0,"hypothetical protein, conserved"
1870,Tb927.3.560,161100.0,164180.0,167050.0,167690.0,173370.0,158200.0,"expression site-associated gene 11 (ESAG11) protein, putative"
1871,Tb927.7.7100,143290.0,140590.0,143470.0,127460.0,133230.0,122000.0,hypothetical protein
1872,Tb927.11.5050,790870.0,795230.0,770120.0,692260.0,736150.0,675920.0,"fumarate hydratase, class I"
1873,Tb927.10.450,1443500.0,1434400.0,1428400.0,1431500.0,1524100.0,1400800.0,Component of motile flagella 62
1874,Tb927.11.3100,351310.0,342950.0,341470.0,350900.0,361150.0,335320.0,Present in the outer mitochondrial membrane proteome 13
1875,Tb927.11.9960,251070.0,242470.0,245690.0,251190.0,261410.0,235940.0,"Protein of unknown function (DUF2870), putative"
1876,Tb927.10.11330,153580.0,158090.0,155420.0,157360.0,163650.0,151780.0,"EF-hand domain pair, putative"
1877,Tb927.10.8160,79702.0,75446.0,76307.0,76416.0,84945.0,74627.0,"hypothetical protein, conserved"
1878,Tb927.5.291b,232720.0,231300.0,233100.0,229700.0,245790.0,229810.0,"variant surface glycoprotein (VSG)-related, putative"
1879,Tb927.4.3980,292580.0,289090.0,287970.0,297840.0,309170.0,274000.0,"chaperone protein DnaJ, putative"
1880,Tb927.10.2770,1038900.0,1005800.0,1002900.0,1031600.0,1069800.0,980410.0,"eukaryotic translation initiation factor 5, putative"
1881,Tb927.9.12650,3529200.0,3408300.0,3461900.0,3502800.0,3660500.0,3358900.0,"ubiquitin-activating enzyme E1, putative"
1882,Tb927.1.2190,279130.0,271430.0,281170.0,283650.0,292710.0,266620.0,"Raptor N-terminal CASPase like domain containing protein, putative"
1883,Tb927.8.670,108840.0,110800.0,111070.0,112850.0,114010.0,108300.0,"hypothetical protein, conserved"
1884,Tb927.10.8190,1279900.0,1278500.0,1280500.0,1295100.0,1352800.0,1236500.0,"T-complex protein 1, theta subunit, putative"
1885,Tb927.4.3380,791000.0,790190.0,785630.0,789560.0,830730.0,773080.0,"myosin IB heavy chain, putative"
